label_is_phish,domain_age_days,tld_risk,url_length,subdomain_depth,brand_lev_distance,ssl_valid,is_http,query_entropy,redirect_count,kw_kyc,kw_verify,kw_bonus,upi_intent_pay,upi_intent_collect,upi_pa_present,upi_am_present,upi_amount,vpa_format_valid,vpa_provider_allow,vpa_entropy,qr_present,qr_param_missing_count,qr_from_shortener
1,1733.350322514738,0.0,36.2003320204895,0,2.603109707452949,0,0,1.5176024503210308,0,0,0,1,0,0,0,0,0.0,1,1,2.9421482433459287,0,0,0
1,879.2368370734592,0.2263691023511383,80.72148607464977,4,3.1416627717197856,1,0,3.5217613347669823,2,0,0,0,0,0,1,0,0.0,1,0,3.571734217010335,1,1,1
1,2152.68944836164,0.7862144254759806,34.02819894162344,1,3.509767684484564,1,0,3.4130476886420067,0,1,0,0,1,0,0,0,0.0,1,1,1.496955306877265,0,0,0
0,1361.0112107024547,0.3419121676740191,72.50186914177313,2,0.0,1,0,1.95325115198193,1,0,0,0,0,0,0,1,0.0,1,0,1.3692900973514124,0,0,0
1,0.0,0.3984498407990009,14.15081332460374,1,1.521228509942951,1,0,4.306756703612881,2,0,0,0,0,0,1,0,0.0,1,0,3.2460310953110323,0,0,0
0,1242.5009408989986,0.0377929456267343,27.04602184065625,0,5.4306527415553205,1,0,1.834965431369596,1,0,0,0,0,0,0,0,0.0,0,1,0.6369716923429412,1,0,0
0,0.0,0.0045396687655111,5.0,2,4.224325096064998,1,0,3.194138316542205,0,0,0,1,0,0,0,0,0.0,1,1,3.0687985540528566,0,0,0
0,1854.140361568727,0.4091644074076102,5.0,0,1.6026857834567192,1,0,2.3909348012440885,0,0,0,0,0,0,0,0,0.0,1,1,2.640451850196344,0,0,0
0,740.0889068164965,0.1935296022210284,40.9621140464361,2,4.934742434863999,1,0,4.544088788861727,1,0,1,0,0,0,0,1,1694.9421507994173,1,1,2.2989530905258317,0,0,0
1,578.1651637456873,0.4847242963127348,78.00096115178064,4,4.955040368541716,1,1,1.519986907143136,1,0,0,0,0,0,0,1,740.1206983058717,1,1,2.734833285239408,0,0,0
1,0.0,0.2786266475249037,55.4080525309734,3,7.447459548220129,1,0,3.882661176366523,1,0,0,0,0,0,0,0,0.0,0,1,2.1003250163763383,0,0,0
1,2267.049606408837,0.9612725571100262,106.41139555384284,2,2.5679152988430296,1,0,5.04016351310456,0,0,0,0,0,0,0,0,0.0,1,1,4.753455651168734,0,0,0
1,614.5646215174374,0.1555360369373303,44.28802260849245,0,1.652287560620394,1,0,2.2053680524020107,2,0,0,0,0,0,0,0,0.0,1,1,1.6731282589026395,1,2,0
1,286.0066134042713,0.3278263058378858,5.0,2,2.702248376841874,0,1,3.742339218974123,2,0,0,0,0,0,0,0,0.0,1,0,3.1375624522060974,1,0,0
0,377.4397394141245,0.091170867482506,73.7677726618349,1,4.8523678109349575,1,0,1.5323767256912866,0,0,0,0,0,0,0,0,0.0,1,1,1.9589224133145675,0,0,0
1,1438.7710226640183,0.4764160021304859,16.858875098428385,3,0.4924029940848164,1,0,2.4001677492288582,0,0,1,0,1,0,0,0,0.0,1,1,0.8944212507363212,0,0,0
0,1238.532877236894,0.3581024787748572,65.03522596995727,1,3.008177672963688,1,0,2.31734433749665,2,0,0,0,0,0,0,0,0.0,1,1,1.5714099167250897,0,0,0
0,1295.279133915186,0.0777620293171345,5.0,1,3.0776453890439885,1,0,6.006760552937417,1,0,0,0,0,0,0,0,0.0,1,0,2.7675128184745303,1,0,0
0,1316.9852036094594,0.2065430211773144,48.99803835518129,1,5.65733315541088,0,0,2.4185751229747425,1,0,0,0,0,0,0,0,0.0,0,1,3.59326048402158,0,0,0
0,3369.9771210445533,0.5443669547001053,88.10767520637123,1,1.9252719907460245,1,0,2.6327150990258747,2,0,0,0,0,1,0,0,0.0,1,1,3.4117853201477075,1,1,0
0,312.3019803384613,0.520341821074491,83.2191992115895,2,2.7062721344470355,1,0,3.7200041812121176,0,0,0,1,0,0,0,0,0.0,1,1,2.1069822625047268,0,0,0
0,185.3087251141552,0.0,49.97032399139853,4,4.045372060030227,0,0,2.701872306609556,1,0,0,0,0,0,0,0,0.0,1,1,1.60249250898908,0,0,0
1,0.0,0.1768060712535588,57.94673393467057,2,1.7699299225932956,1,0,4.75968016052833,1,1,1,0,0,0,0,0,0.0,1,1,3.295244982177969,1,0,0
0,1539.1753070905947,0.6342793512593936,40.11254746268932,0,1.40680839576872,1,0,3.574950748309412,0,0,0,1,0,0,1,0,0.0,1,1,1.936998477551408,0,0,0
0,2154.7667512650696,0.2365644398610554,48.06804230154779,1,6.74511585797975,1,0,3.269254082885304,0,1,0,0,0,0,0,0,0.0,1,1,1.7391273667741511,1,0,0
0,663.2630508141499,0.3066845029098517,85.07095503101235,0,4.114997975878024,1,0,3.0943317938343764,0,0,0,0,0,0,0,0,0.0,1,1,2.44036379411955,0,0,0
0,0.0,0.4753863833320154,30.00447662576389,5,5.431073800467727,1,0,2.1972557724215225,0,1,0,0,0,0,1,0,0.0,1,1,2.9761513378513023,1,0,0
1,0.0,0.0035676587403155,33.924069871465505,4,4.452618029855479,1,0,4.944165622904925,0,0,0,0,1,1,0,0,0.0,0,1,1.4275232886477256,0,0,0
0,1580.711345389641,0.0820605005141204,5.0,3,2.765569708243476,1,0,4.251218065432779,2,0,0,0,0,0,0,0,0.0,1,1,2.831486167139172,1,0,0
1,1691.905005444131,0.2052601833566718,85.86790623926454,3,1.7889476875534025,0,0,5.694525683693815,0,0,1,0,1,0,1,0,0.0,0,1,1.881362064923648,0,0,0
1,1451.785121966234,0.5109247239710499,47.20553164501049,1,1.8708106525911865,1,0,4.695036033944064,0,0,0,0,0,0,0,1,0.0,0,0,2.0393196218591143,0,0,0
1,1.3883512535668387,0.4739530696504594,9.48231935720618,1,1.5307144358728195,1,0,2.8969132654649195,1,0,0,0,1,0,0,0,0.0,1,1,3.227766906571656,0,0,0
0,1078.5935876800636,0.4139532734374195,92.89397124154962,1,1.5401782893660407,1,0,2.8271655901375734,0,0,1,0,0,0,0,0,0.0,1,1,4.148526158677271,0,0,0
1,940.022970968874,0.2421680102658461,55.958241446170966,4,1.439822953930307,1,0,5.4719664443036,0,1,0,0,0,0,0,0,0.0,1,1,2.3917032343339484,0,0,0
0,1062.4263160748155,0.4959139475359387,28.12808550096841,1,4.561071831145501,1,0,3.299871127790014,2,0,0,0,0,0,0,1,0.0,1,1,3.278242529230056,1,0,0
1,1845.714533537828,0.2394709538323379,93.52451160214054,1,1.0789202317378834,1,0,3.5338797471961425,3,0,1,0,0,0,0,0,0.0,1,0,1.7657426043358455,0,0,0
1,1068.3146585296188,0.3855936024744815,44.16223202052518,1,5.785930590614067,1,0,3.222965483695139,1,0,1,0,0,0,0,0,0.0,1,1,3.9323239623289408,0,0,0
0,1614.696275686274,0.452407795078921,5.0,2,4.507866158898285,1,0,3.470992119837529,0,0,0,0,0,0,1,0,0.0,1,1,3.459331198598883,0,0,0
0,881.0948833866697,0.6093640135021293,96.16019287589586,0,4.3456844205172,0,0,3.823779842837351,0,0,0,0,0,0,0,0,0.0,1,1,2.5832405653494805,0,0,0
1,1146.943278427981,0.2587350830836347,24.219094179559704,2,3.476193935201462,1,0,5.0795732463097,1,0,0,1,0,0,0,0,0.0,1,1,3.0799986573247864,0,0,0
0,1557.5458710062485,0.1974779558107165,178.62802304090482,0,3.8332390570422783,1,0,6.804036696780807,0,0,0,0,0,0,0,0,0.0,1,1,2.224428300078425,0,0,0
0,0.0,0.5290150725576732,39.99308396051447,3,2.1541440743010587,1,0,3.332782096626387,0,0,1,0,0,0,0,0,0.0,1,1,3.6777484541175327,0,0,0
1,416.3945403712384,0.5443705157365025,5.0,0,1.3134681299612818,1,0,3.291467902906372,1,0,0,0,0,0,0,0,0.0,1,1,1.5475018467870596,1,2,0
0,235.55281484864545,0.1613251015219368,127.9964921127672,1,2.1103796184117947,1,0,3.5359745505800237,2,0,0,0,1,0,0,0,0.0,1,0,0.8845262597959227,0,0,0
1,33.34658210798966,0.0489932536271469,55.56928181847987,0,0.3766162701309765,0,0,4.281576530700154,0,0,1,0,0,0,0,0,0.0,1,1,5.623429079803351,1,1,0
0,469.8292985279795,0.5138068932332225,68.05944847048913,4,3.9165488850582086,1,0,3.201582859575833,1,0,0,0,0,0,0,1,533.3077557908387,1,1,2.690403332825545,0,0,0
1,2593.929573481275,0.0,73.09490137471222,2,1.0027040532876184,1,0,1.6462391081679202,0,0,0,0,0,0,0,1,0.0,0,1,2.757202423507896,1,2,0
1,0.0,0.0,5.0,4,4.303656582305666,1,1,1.672613388040073,2,0,1,0,0,0,1,1,0.0,1,1,3.476827452726315,0,0,0
0,1961.934025509777,0.216340977038258,5.0,4,4.360062560559502,1,0,5.430883387142597,1,0,1,0,0,0,0,1,1303.3904777882228,0,1,1.3933890452066715,0,0,0
1,0.0,0.2704879431458308,135.97497111005032,3,3.519547063387985,1,0,2.825860082562728,0,0,0,0,1,0,0,1,0.0,1,1,3.741356650137435,0,0,0
0,398.1379640170702,0.0380095667445601,5.0,0,1.987018688241824,1,0,2.303412709270644,1,0,0,0,1,0,1,0,0.0,1,1,2.281967853581701,0,0,0
1,995.3036781260068,0.2943728676754359,123.34635367204709,2,1.3083622465451046,1,0,6.337567995599102,0,0,1,0,0,0,1,0,0.0,1,0,2.5939031044380805,0,0,0
1,1503.466797631134,0.303294017727296,78.88482945588584,3,1.5483876048084393,1,0,4.224633454945444,0,1,1,0,0,0,0,0,0.0,1,1,0.7639925696887313,1,1,0
0,1653.471895751426,0.1539224211891441,64.83487433958977,2,1.151617529841718,1,0,2.936995153624758,2,0,0,0,1,0,0,0,0.0,1,0,2.002343412718085,0,0,0
0,1752.0166822399103,0.6566928358335714,39.100823982244,1,2.976742118159029,1,0,2.045837142927049,1,1,0,0,0,0,0,0,0.0,1,1,2.348950480415838,0,0,0
1,381.5299133018749,0.3359522420014609,150.18440333338097,2,2.780344038929729,0,0,5.119503749467673,1,0,0,0,0,0,0,0,0.0,1,0,2.096812079668605,0,0,0
0,245.1778488025194,0.4756978073043569,30.12021621799972,2,6.812753309522492,1,0,1.8479649656514463,2,0,0,0,0,0,0,0,0.0,1,0,6.0,0,0,0
0,1829.5710575085843,0.0,31.237670330226965,0,6.715875656310823,1,0,1.7960437979337642,2,0,0,0,0,0,0,0,0.0,1,1,2.01528140143367,1,1,0
0,570.4348101420621,0.0,84.75377107200372,1,6.05403573171174,1,0,3.992081163953341,1,0,0,1,0,0,0,0,0.0,1,1,2.3568927565651903,1,2,1
1,0.0,0.3420125221297853,30.9188696538127,2,2.6014010872182203,1,0,2.072258659216581,3,0,0,0,1,0,0,0,0.0,1,1,2.311943012055887,1,0,0
0,0.0,0.6209715378840546,17.37942220971707,3,0.1704702132813795,1,0,2.113692595087376,1,0,0,0,0,0,0,0,0.0,1,0,3.5187801994220065,1,0,0
0,0.0,0.0480128442055236,55.5469233120477,2,3.3688696139366843,1,0,4.027473174937769,2,0,0,0,1,0,0,0,0.0,1,1,3.5004585093999143,0,0,0
0,1396.592892864517,0.2786753293002564,85.37942144861033,1,2.505229493100621,1,0,3.919991054045323,0,0,0,0,0,0,0,0,0.0,1,0,4.137307446728144,0,0,0
1,970.9108832846784,0.0029807510607364,133.05923646688854,1,3.076696720638381,1,0,1.5736073988722628,0,0,0,0,0,0,0,1,670.3561283534968,1,1,4.082637414690005,0,0,0
1,1628.582424881322,0.1062754801570694,141.21769768643225,1,3.863727962061744,1,1,4.222894026815891,1,0,0,0,0,0,0,0,0.0,1,1,3.235971283685028,0,0,0
1,287.29682439615885,0.2886222637616419,5.0,1,4.407113480495659,1,0,1.3949005397606689,0,0,0,0,0,0,0,0,0.0,1,1,0.1844529666619156,0,0,0
1,990.2476292920572,0.1514777573274476,99.59053398724036,3,0.0,0,0,3.7106922492836345,2,0,0,0,1,0,0,0,0.0,0,0,3.499768712256289,0,0,0
0,1550.708472760804,0.0,18.531770115152256,5,5.590975119409605,1,0,1.9745193224220432,0,0,1,0,0,0,1,0,0.0,1,1,1.4841414910823378,0,0,0
0,428.78415233571394,0.0,20.52624255749293,0,4.91531483490302,1,0,4.03089602710591,0,0,0,1,0,0,1,0,0.0,1,1,0.7256948582555534,0,0,0
0,1348.1302850688935,0.0,36.31901182544202,3,1.8528045977252985,1,0,3.5543197544487457,0,0,0,0,0,1,0,1,966.1533856856508,1,1,1.28331092976144,0,0,0
0,5.688870720018485,0.345316760642918,33.77177695933428,2,4.779149417323312,1,0,2.806889377415552,0,0,1,0,0,0,0,0,0.0,1,1,1.849369934143188,0,0,0
0,364.3353841219139,0.3695162050862277,15.115438497979298,0,2.4965504556013096,1,0,2.593851051575869,0,1,0,0,0,0,0,0,0.0,1,1,3.0541020200196547,1,0,0
0,341.9145272020051,0.3685106873094771,5.0,1,3.069834825078025,1,0,3.563445289638426,0,0,0,0,0,0,0,0,0.0,1,0,1.9687149198424896,0,0,0
1,0.0,0.0681648404269515,115.7918759172669,1,2.7056236900944635,1,0,2.73973102475925,0,0,0,0,0,0,1,0,0.0,1,1,2.620228498825373,0,0,0
0,1384.3669769426983,0.4511902581148364,93.8743971737892,2,1.5522007327129943,1,0,2.511350556751084,0,0,1,0,0,0,0,1,929.790801710966,1,1,1.7420632497304325,1,0,0
0,236.71719175673135,0.3913557335021717,57.28758685356508,3,0.4896200354108764,1,0,3.1661225983430565,0,0,0,0,0,0,0,0,0.0,1,1,4.013299350104482,1,2,0
1,814.992942473225,0.2514588813289996,19.24690898037416,4,8.467092568599645,1,0,4.369037383282121,1,0,0,0,1,0,0,0,0.0,1,1,3.9523797355419834,0,0,0
0,1376.8959906870907,0.2186342513481502,107.35872029392048,3,4.25695225019983,1,0,1.8008046887120392,1,0,0,0,0,0,0,0,0.0,1,1,1.5729177542129733,1,1,0
0,1335.837411235933,0.120176906192806,55.41369045204838,2,3.2770483285176235,1,0,2.714533468030935,1,0,0,0,0,0,1,0,0.0,1,0,1.542600080912632,1,0,0
1,1598.4621307673435,0.2884323667857448,34.949282003087205,2,6.625156801151016,1,0,4.9314743351997565,1,1,0,0,0,0,0,0,0.0,1,1,1.759696111726266,0,0,0
1,681.8174185886917,0.5734495610635997,5.0,4,0.0,1,1,2.9309329779352127,1,0,0,0,0,0,1,0,0.0,1,1,1.5231487950772036,0,0,0
1,292.0420255470155,0.4775713231233027,79.48761975171627,0,2.509593548576443,1,0,6.39271177947092,1,0,0,0,0,0,0,0,0.0,1,1,2.932416481773375,0,0,0
0,704.3381469123211,0.1987579152741844,44.58414800207626,3,1.767147452675609,1,0,4.92479572318866,1,0,0,0,0,0,1,1,796.4951164888445,1,1,3.308679433847878,1,1,0
1,0.0,0.3577242923548719,68.40723814088858,0,2.013655027504785,1,0,2.788890528041656,2,0,1,0,1,0,0,0,0.0,1,1,3.2833225804117463,0,0,0
1,0.0,0.0297139900956484,64.70695415052226,0,3.0616776626527678,1,0,2.383833839362558,1,0,0,1,1,0,0,0,0.0,1,1,3.054285053156844,1,1,0
0,0.0,0.3960134354810402,83.3906071215747,2,2.1241312384012394,1,0,4.320606442721723,0,0,0,0,0,0,0,0,0.0,1,1,1.2712067964080054,0,0,0
0,0.0,0.0838285714669275,66.66509093324868,0,0.0,1,0,6.096818834463944,1,0,0,0,0,0,0,0,0.0,0,0,2.789209235053665,0,0,0
0,1279.729072068124,0.3880511122555347,45.77834177291719,1,0.9699533851810274,1,0,2.328732426709807,1,0,0,0,0,0,1,0,0.0,1,1,2.276588266604461,1,0,0
1,0.0,0.8438144380948804,80.16478163423153,3,1.159077475825373,0,1,5.414864750080695,0,0,0,0,0,0,0,0,0.0,1,1,3.301432205854646,0,0,0
0,346.2049351527324,0.1359975135345741,96.01652050588176,1,2.111260802315802,1,0,4.717679986981736,2,0,0,0,0,0,0,0,0.0,1,0,4.3435288807966055,0,0,0
1,2359.0739573432784,0.8345606618476062,119.83927140335965,4,1.0928043972345862,1,0,2.3735209137863533,1,0,0,0,1,0,1,0,0.0,1,1,1.050590547810199,0,0,0
0,372.48323472628886,0.3481270975565956,13.164098180482128,0,2.644390129694625,1,0,5.301326777195241,0,0,0,0,0,0,0,1,619.633966699537,1,1,1.8644487365083655,0,0,0
0,1685.018682160504,0.1000748733476099,102.47428783815772,3,2.706160652285246,1,0,3.511892231842563,0,0,0,0,0,0,1,1,148.13381679303143,1,1,2.115350401846537,0,0,0
1,0.0,0.0909087666531169,5.0,0,0.0,1,0,4.171756896789115,0,0,0,0,0,0,0,1,0.0,1,1,3.295672280803356,0,0,0
1,553.474930558844,0.7229911215696783,98.57268555050088,1,0.8540693863769238,1,0,3.468902964902392,3,0,0,0,0,0,0,0,0.0,1,1,2.25443075118992,1,1,0
1,0.0,0.3485977369406197,34.373643310380714,2,3.432835691477517,1,0,1.4246793588431288,1,0,0,0,0,0,0,0,0.0,1,1,2.4003406821435984,1,1,0
1,393.160308919325,0.1367694287668323,91.66040335077128,1,2.777934384740824,1,0,2.503748011916292,1,0,1,0,1,0,0,0,0.0,1,1,3.1125650159359584,0,0,0
1,1808.3697649488745,0.2093078777914192,117.70544642305242,1,0.0,1,0,4.144924774320765,0,0,0,0,1,0,0,0,0.0,1,1,4.837961655663562,0,0,0
0,0.0,0.3361551555417905,67.17244640031439,0,4.609937904721806,1,0,4.884851472561225,1,0,0,0,0,0,0,0,0.0,0,1,5.20305445268397,0,0,0
1,1321.3083722550286,0.2482558649573935,58.10624754294851,3,4.214091440768227,1,0,2.951732025053376,1,0,0,0,0,0,0,0,0.0,1,1,0.9167169477975834,1,0,0
1,1085.2827227987334,0.3191798292548339,56.06404380482057,0,7.659441533195879,0,1,2.828118425881058,1,0,0,0,0,0,0,1,0.0,1,1,1.2427595642470357,0,0,0
1,87.02005316384668,0.6047221793308553,41.176654213482095,0,6.526827739628327,1,0,5.075904920133748,1,0,0,0,1,0,0,0,0.0,1,1,1.5073099021566447,1,0,0
1,0.0,0.0244058670874647,104.97644673933658,1,1.2939808368954608,1,1,6.01216154260553,0,0,0,0,0,0,0,0,0.0,1,1,3.2301185968699606,0,0,0
0,886.5554092566434,0.3789260655527822,55.68883475016307,1,2.744953115149124,1,1,4.500748271873141,1,0,0,0,0,0,0,0,0.0,1,1,2.0284804565474257,0,0,0
0,164.60874912343706,0.2354204790635738,5.0,3,3.063368563967869,1,0,3.2954203588371307,2,0,0,0,1,0,0,0,0.0,1,1,2.539657247435549,0,0,0
0,1079.2114536256447,0.1501909307882569,95.36659337524203,1,5.550619711622417,1,0,4.297487337378265,1,0,0,0,0,0,0,0,0.0,1,1,3.390768867711065,1,3,0
1,826.2225746281315,0.4644348335579884,93.26563495954484,2,2.428322392882725,1,0,4.100565695380953,1,0,0,0,0,0,0,1,0.0,0,1,1.7281604085008802,0,0,0
0,2722.1346695850984,0.0,61.724772867460985,2,5.69151562106875,1,0,4.301518299381134,0,0,1,0,1,0,0,0,0.0,1,1,2.8137739876553773,0,0,0
0,512.7732470323708,0.0,28.4711838085566,3,3.5674204239384366,1,0,4.742086602506609,0,0,1,0,0,0,0,0,0.0,1,1,0.9495380444198492,0,0,0
1,0.0,0.29490660295243,13.591486001349663,1,1.4031838542767152,0,0,4.19027126583842,0,0,0,0,0,0,0,1,0.0,0,1,1.902802521592477,0,0,0
1,1015.1307619475792,0.2223640520254207,28.58585965445096,0,0.6418938470953153,1,0,5.864641005233954,0,0,0,0,0,0,0,0,0.0,1,1,2.935304533060332,0,0,0
0,1063.996020766118,0.0,67.9525731247087,1,5.035083484096357,1,0,3.8773236468677608,0,0,0,0,1,0,0,0,0.0,1,1,2.728789544033454,0,0,0
1,2431.025090288524,0.0,5.0,3,4.93535747921767,0,0,2.6639821683096536,1,0,0,0,0,0,1,0,0.0,1,1,0.9274385213909138,0,0,0
0,1802.1334950974945,0.636126675533761,76.97661821432642,2,5.187676093090204,1,0,4.70251577861319,1,0,0,0,0,1,0,0,0.0,1,1,1.6845253047739206,0,0,0
1,1228.245270979411,0.3426029695919359,62.9024873171978,1,0.0,1,0,3.620834220165705,2,0,0,0,1,0,0,0,0.0,1,1,3.567347247314272,0,0,0
0,2555.963469463474,0.253929144614356,111.49091737317904,2,2.739720318769762,0,0,4.122538895039563,1,0,0,0,1,0,0,0,0.0,1,1,0.8811540273815843,1,1,0
1,0.0,0.6890489817918881,88.04987143808503,1,5.50687077418127,1,1,4.518625778612984,0,0,0,0,0,0,0,1,591.8067333395193,1,1,1.8779194897421687,0,0,0
1,32.29816070030279,0.4544124986131134,31.077694769647216,3,0.1389309633475584,1,0,4.795296798824916,1,0,0,0,0,0,0,0,0.0,1,1,3.1643120163795126,1,0,0
0,0.0,0.6038553541080411,5.0,2,4.136949413658866,1,0,1.484483193999882,0,0,0,0,0,0,0,0,0.0,1,1,1.8379219095758692,1,0,0
0,332.22823621307845,0.0140092143766956,27.15095501278132,1,1.892780113496436,1,0,4.165097610340897,0,0,1,0,0,0,0,0,0.0,0,0,3.171002795609474,0,0,0
1,0.0,0.006521481975063,115.249424474013,3,1.1174625109021292,1,0,2.7783033390229908,1,0,0,0,1,0,0,0,0.0,0,1,1.9116723361463757,0,0,0
0,1562.1811361772852,0.3734150470232033,71.77451672850313,3,1.545943925899656,1,0,3.461344147008315,1,0,0,0,0,0,0,0,0.0,1,0,2.30441057046944,0,0,0
1,533.3327634814719,0.3328998436191577,83.89353020193077,0,6.159989076461017,0,0,0.8268829160796964,1,1,0,0,0,1,0,1,0.0,1,1,1.5957388026675523,1,0,0
0,0.0,0.4999324071319749,34.832621735581185,1,4.791150276076599,1,0,4.472728343753344,0,0,0,0,0,0,0,0,0.0,1,1,2.379357026240675,0,0,0
1,0.0,0.0,79.39053009373262,4,2.765272980538968,1,0,4.50085412934963,0,1,0,0,0,0,0,0,0.0,1,1,1.3398018731476848,1,0,0
0,1176.2166169402344,0.3907194831943289,5.0,2,7.401538110554062,1,0,4.762933650853018,0,0,0,0,0,1,1,0,0.0,1,1,3.1397866777647065,0,0,0
0,1805.7518814732573,0.4478537266840589,97.40810637844024,4,0.0,1,0,3.786054666647807,0,0,0,0,0,0,0,0,0.0,0,1,2.9518063198088718,1,1,0
1,3196.077070030144,0.4372344133622774,13.782930417977695,3,1.7203183789056755,1,0,2.324287048606416,0,0,0,0,0,0,0,1,523.3495710160292,1,1,2.551355311205751,0,0,0
0,4296.634959208795,0.1686611237584955,5.0,2,6.199837241074009,1,0,1.4943279543744523,1,0,0,1,0,0,0,0,0.0,1,1,2.106308299862738,0,0,0
0,1297.2913199311956,0.3537230343192153,150.49326422500107,0,2.6404385857653514,1,0,4.707497833997089,1,0,0,0,0,0,0,0,0.0,1,1,1.9084960676321447,0,0,0
0,0.0,0.0948685816069294,65.39545943183275,0,2.5852972503817564,1,0,4.499272031019009,1,0,0,0,0,0,1,0,0.0,1,1,4.610817482001199,1,1,0
0,0.0,0.1914107836305738,64.28832500015024,2,2.7577850800773143,1,0,3.5692061775921675,0,0,0,0,0,0,0,0,0.0,0,1,1.869108073772043,1,0,0
0,1121.253754812603,0.0414127321404132,5.0,1,2.0846091854287256,1,0,3.402332678401778,0,0,0,0,0,0,0,1,543.9093086607818,1,0,3.2460753269210083,0,0,0
0,0.0,0.0982668541322495,84.90241240408876,1,4.856933547444144,1,0,4.706924513911536,0,0,0,0,0,0,0,0,0.0,1,1,1.9494262893732797,0,0,0
1,301.5712877843776,0.201807534324176,95.44078886279792,3,1.3485593517387455,0,0,2.051316761752794,2,0,0,0,0,0,1,0,0.0,1,1,2.2304407110064544,1,2,0
0,65.48384112823032,0.1518126504724256,52.02820150877079,2,8.377690999509046,1,0,3.026685500101418,1,0,0,0,0,1,0,0,0.0,1,1,3.095277504710667,0,0,0
1,631.0509363003378,0.0982417113888719,95.59631373643252,2,0.1710231127905959,1,0,5.1537457354139375,2,0,0,0,0,0,1,0,0.0,1,1,3.4737418690783666,1,0,1
0,2079.1762769451725,0.0,106.82035552878368,3,6.383896507169405,1,0,1.6918794379973934,1,0,0,0,0,0,0,0,0.0,1,1,3.838268643420868,0,0,0
0,988.4582809344136,0.6422191576918022,81.0289037967288,3,4.650716421289886,1,0,4.476325073920273,0,0,1,0,0,1,0,0,0.0,0,1,3.350731411074624,0,0,0
0,609.6381955535741,0.1498874113551481,5.0,2,1.63529687203455,1,0,2.347637248907464,0,0,0,0,0,0,0,0,0.0,1,1,1.0847653373400157,1,1,0
0,0.0,0.3159931147062459,13.935605810731095,3,3.5142024092583624,1,0,2.843693139612092,1,0,0,0,0,0,0,0,0.0,1,1,2.093546144323024,1,1,0
1,0.0,0.0,127.47583377787898,0,4.689303378500647,1,0,3.2925453964467715,1,0,0,1,1,0,1,0,0.0,1,1,3.673315730249685,0,0,0
0,216.4305091120029,0.5215298265818833,63.29537713503725,2,4.252148413592865,1,0,3.878704079232039,0,0,1,0,0,0,0,0,0.0,1,1,3.524340658589548,0,0,0
1,735.4609390180154,0.2834321300973693,63.47521906322296,2,0.0,1,0,3.589795275782907,0,0,0,0,1,0,0,0,0.0,1,1,2.20422251336674,0,0,0
0,2921.5158962958594,0.1612250914149745,26.73375551289466,1,3.7726722006782776,1,0,4.102181067953827,2,1,0,0,0,0,0,0,0.0,0,1,4.74101519431946,0,0,0
0,956.329425767463,0.1629717858672103,34.501027696133775,1,0.2233312900355391,1,1,4.335954253139176,2,0,0,0,0,1,1,0,0.0,1,1,0.998935735026782,0,0,0
0,1979.287413227669,0.4238819715532109,107.70599305886051,0,5.096308575874779,1,0,2.4470796961631223,0,0,0,0,0,0,0,0,0.0,0,1,0.0,1,2,1
